ID_Gasto,Fecha,Monto,Descripcion,Persona,Categoria,Subcategoria,Tipo de Gasto,Notas
DEMO-20260510-1164,2026-05-10,97.75,Almuerzo/Cena fin de semana,Persona B,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20260510-1166,2026-05-10,54.91,Pedido de comida por app,Persona A,Comida,Delivery,Variable Diario,Registro demostración - Comida
DEMO-20260510-1165,2026-05-10,22.13,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260509-1162,2026-05-09,18.19,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260509-1161,2026-05-09,30.58,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260509-1160,2026-05-09,73.01,Almuerzo/Cena fin de semana,Persona A,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20260509-1163,2026-05-09,206.45,Cine / Concierto / Teatro,Persona A,Ocio,Salidas y Eventos,Ocasional,Registro demostración - Ocio
DEMO-20260508-1159,2026-05-08,37.38,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260508-1158,2026-05-08,19.24,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260507-1157,2026-05-07,186.61,Gasolina / Carga de combustible,Persona A,Transporte,Combustible,Variable Diario,Registro demostración - Transporte
DEMO-20260507-1156,2026-05-07,30.02,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260506-1155,2026-05-06,20.47,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260506-1154,2026-05-06,16.54,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260506-1153,2026-05-06,77.63,Almuerzo/Cena fin de semana,Persona A,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20260505-1149,2026-05-05,54.13,Suscripción Netflix & Spotify,Persona A,Ocio,Streaming,Fijo Mensual,Registro demostración - Ocio
DEMO-20260505-1146,2026-05-05,1400.0,Alquiler de departamento,Persona A,Hogar,Alquiler,Fijo Mensual,Registro demostración - Hogar
DEMO-20260505-1147,2026-05-05,204.46,Recibo de Luz y Agua,Persona A,Hogar,Servicios Básicos,Fijo Mensual,Registro demostración - Hogar
DEMO-20260505-1148,2026-05-05,111.19,Internet fibra óptica y telefonía,Persona B,Hogar,Internet/Telefonía,Fijo Mensual,Registro demostración - Hogar
DEMO-20260505-1150,2026-05-05,41.02,Medicamentos y cuidado personal,Persona A,Salud,Farmacia,Variable Diario,Registro demostración - Salud
DEMO-20260505-1151,2026-05-05,355.21,Cuota amortización de deuda,Persona B,Deuda,Tarjeta de Crédito,Fijo Mensual,Registro demostración - Deuda
DEMO-20260505-1152,2026-05-05,598.82,Aporte a fondo de inversión / ahorro,Persona A,Ahorro/Inversión,Fondo de Emergencia,Fijo Mensual,Registro demostración - Ahorro/Inversión
DEMO-20260504-1145,2026-05-04,318.6,Prendas de vestir / Calzado,Persona A,Ropa y Calzado,Vestimenta,Ocasional,Registro demostración - Ropa y Calzado
DEMO-20260503-1144,2026-05-03,24.58,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260503-1143,2026-05-03,16.81,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260502-1142,2026-05-02,15.07,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260502-1141,2026-05-02,169.95,Almuerzo/Cena fin de semana,Persona B,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20260501-1138,2026-05-01,146.7,Gasolina / Carga de combustible,Persona A,Transporte,Combustible,Variable Diario,Registro demostración - Transporte
DEMO-20260501-1136,2026-05-01,80.35,Almuerzo/Cena fin de semana,Persona A,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20260501-1137,2026-05-01,34.13,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260501-1139,2026-05-01,42.74,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260501-1140,2026-05-01,92.67,Cine / Concierto / Teatro,Persona B,Ocio,Salidas y Eventos,Ocasional,Registro demostración - Ocio
DEMO-20260430-1135,2026-04-30,103.65,Cine / Concierto / Teatro,Persona A,Ocio,Salidas y Eventos,Ocasional,Registro demostración - Ocio
DEMO-20260430-1134,2026-04-30,15.89,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260429-1133,2026-04-29,30.83,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260428-1132,2026-04-28,227.45,Consulta odontológica / médica,Persona A,Salud,Consultas Médicas,Ocasional,Registro demostración - Salud
DEMO-20260428-1131,2026-04-28,111.17,Almuerzo/Cena fin de semana,Persona B,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20260427-1130,2026-04-27,24.58,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260426-1129,2026-04-26,33.79,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260426-1128,2026-04-26,61.88,Almuerzo/Cena fin de semana,Persona A,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20260425-1127,2026-04-25,131.76,Periféricos y gadgets,Persona A,Tecnología,Accesorios,Ocasional,Registro demostración - Tecnología
DEMO-20260425-1126,2026-04-25,73.94,Almuerzo/Cena fin de semana,Persona B,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20260424-1124,2026-04-24,32.05,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260424-1125,2026-04-24,21.72,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260423-1123,2026-04-23,263.58,Periféricos y gadgets,Persona A,Tecnología,Accesorios,Ocasional,Registro demostración - Tecnología
DEMO-20260423-1122,2026-04-23,321.57,Curso online de especialización,Persona A,Educación,Cursos y Certificaciones,Ocasional,Registro demostración - Educación
DEMO-20260423-1121,2026-04-23,28.13,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260422-1120,2026-04-22,56.81,Pedido de comida por app,Persona A,Comida,Delivery,Variable Diario,Registro demostración - Comida
DEMO-20260421-1119,2026-04-21,37.83,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260421-1118,2026-04-21,33.84,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260420-1117,2026-04-20,23.28,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260419-1116,2026-04-19,33.2,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260419-1115,2026-04-19,28.21,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260419-1114,2026-04-19,65.71,Almuerzo/Cena fin de semana,Persona A,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20260418-1112,2026-04-18,158.9,Artículos de limpieza y ferretería,Persona A,Hogar,Mantenimiento,Ocasional,Registro demostración - Hogar
DEMO-20260418-1113,2026-04-18,16.02,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260417-1111,2026-04-17,31.41,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260415-1110,2026-04-15,85.77,Periféricos y gadgets,Persona A,Tecnología,Accesorios,Ocasional,Registro demostración - Tecnología
DEMO-20260415-1109,2026-04-15,37.93,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260414-1108,2026-04-14,71.56,Libros y entretenimiento,Persona B,Ocio,Hobbies,Ocasional,Registro demostración - Ocio
DEMO-20260414-1107,2026-04-14,22.07,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260414-1106,2026-04-14,112.63,Almuerzo/Cena fin de semana,Persona B,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20260413-1105,2026-04-13,91.56,Medicamentos y cuidado personal,Persona B,Salud,Farmacia,Variable Diario,Registro demostración - Salud
DEMO-20260413-1104,2026-04-13,56.54,Pedido de comida por app,Persona A,Comida,Delivery,Variable Diario,Registro demostración - Comida
DEMO-20260413-1103,2026-04-13,166.82,Almuerzo/Cena fin de semana,Persona A,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20260413-1102,2026-04-13,97.94,Artículos de limpieza y ferretería,Persona B,Hogar,Mantenimiento,Ocasional,Registro demostración - Hogar
DEMO-20260412-1099,2026-04-12,24.66,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260412-1098,2026-04-12,124.69,Almuerzo/Cena fin de semana,Persona A,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20260412-1100,2026-04-12,35.11,Pedido de comida por app,Persona A,Comida,Delivery,Variable Diario,Registro demostración - Comida
DEMO-20260412-1101,2026-04-12,42.69,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260411-1097,2026-04-11,97.15,Medicamentos y cuidado personal,Persona B,Salud,Farmacia,Variable Diario,Registro demostración - Salud
DEMO-20260409-1096,2026-04-09,16.72,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260409-1095,2026-04-09,16.59,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260407-1094,2026-04-07,15.28,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260405-1089,2026-04-05,20.4,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260405-1086,2026-04-05,1400.0,Alquiler de departamento,Persona B,Hogar,Alquiler,Fijo Mensual,Registro demostración - Hogar
DEMO-20260405-1087,2026-04-05,197.51,Recibo de Luz y Agua,Persona A,Hogar,Servicios Básicos,Fijo Mensual,Registro demostración - Hogar
DEMO-20260405-1088,2026-04-05,116.33,Internet fibra óptica y telefonía,Persona B,Hogar,Internet/Telefonía,Fijo Mensual,Registro demostración - Hogar
DEMO-20260405-1090,2026-04-05,24.88,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260405-1091,2026-04-05,54.09,Suscripción Netflix & Spotify,Persona A,Ocio,Streaming,Fijo Mensual,Registro demostración - Ocio
DEMO-20260405-1093,2026-04-05,634.82,Aporte a fondo de inversión / ahorro,Persona A,Ahorro/Inversión,Fondo de Emergencia,Fijo Mensual,Registro demostración - Ahorro/Inversión
DEMO-20260405-1092,2026-04-05,392.77,Cuota amortización de deuda,Persona B,Deuda,Tarjeta de Crédito,Fijo Mensual,Registro demostración - Deuda
DEMO-20260404-1085,2026-04-04,20.08,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260404-1084,2026-04-04,256.36,Compra semanal de alimentos y víveres,Persona A,Comida,Supermercado,Variable Diario,Registro demostración - Comida
DEMO-20260403-1083,2026-04-03,20.64,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260403-1082,2026-04-03,185.58,Gasolina / Carga de combustible,Persona A,Transporte,Combustible,Variable Diario,Registro demostración - Transporte
DEMO-20260402-1081,2026-04-02,146.13,Lavado y afinamiento,Persona A,Transporte,Mantenimiento Vehicular,Ocasional,Registro demostración - Transporte
DEMO-20260402-1080,2026-04-02,177.59,Almuerzo/Cena fin de semana,Persona B,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20260401-1079,2026-04-01,65.78,Medicamentos y cuidado personal,Persona B,Salud,Farmacia,Variable Diario,Registro demostración - Salud
DEMO-20260331-1078,2026-03-31,17.5,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260331-1077,2026-03-31,118.1,Almuerzo/Cena fin de semana,Persona B,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20260330-1076,2026-03-30,18.6,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260329-1075,2026-03-29,129.5,Cine / Concierto / Teatro,Persona B,Ocio,Salidas y Eventos,Ocasional,Registro demostración - Ocio
DEMO-20260329-1074,2026-03-29,36.68,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260329-1073,2026-03-29,25.31,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260328-1072,2026-03-28,67.56,Pedido de comida por app,Persona A,Comida,Delivery,Variable Diario,Registro demostración - Comida
DEMO-20260328-1070,2026-03-28,319.19,Compra semanal de alimentos y víveres,Persona B,Comida,Supermercado,Variable Diario,Registro demostración - Comida
DEMO-20260328-1071,2026-03-28,31.09,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260327-1069,2026-03-27,40.69,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260326-1067,2026-03-26,189.23,Gasolina / Carga de combustible,Persona A,Transporte,Combustible,Variable Diario,Registro demostración - Transporte
DEMO-20260326-1068,2026-03-26,29.63,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260325-1066,2026-03-25,44.91,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260325-1065,2026-03-25,139.84,Almuerzo/Cena fin de semana,Persona A,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20260323-1064,2026-03-23,168.57,Curso online de especialización,Persona A,Educación,Cursos y Certificaciones,Ocasional,Registro demostración - Educación
DEMO-20260323-1063,2026-03-23,72.03,Pedido de comida por app,Persona A,Comida,Delivery,Variable Diario,Registro demostración - Comida
DEMO-20260323-1062,2026-03-23,16.75,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260322-1061,2026-03-22,28.84,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260322-1060,2026-03-22,76.29,Almuerzo/Cena fin de semana,Persona B,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20260321-1057,2026-03-21,68.13,Pedido de comida por app,Persona A,Comida,Delivery,Variable Diario,Registro demostración - Comida
DEMO-20260321-1054,2026-03-21,279.59,Compra semanal de alimentos y víveres,Persona A,Comida,Supermercado,Variable Diario,Registro demostración - Comida
DEMO-20260321-1055,2026-03-21,140.77,Almuerzo/Cena fin de semana,Persona B,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20260321-1056,2026-03-21,23.93,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260321-1058,2026-03-21,37.6,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260321-1059,2026-03-21,135.23,Cine / Concierto / Teatro,Persona A,Ocio,Salidas y Eventos,Ocasional,Registro demostración - Ocio
DEMO-20260320-1053,2026-03-20,34.75,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260319-1052,2026-03-19,58.82,Medicamentos y cuidado personal,Persona A,Salud,Farmacia,Variable Diario,Registro demostración - Salud
DEMO-20260319-1051,2026-03-19,20.64,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260318-1050,2026-03-18,200.58,Cine / Concierto / Teatro,Persona B,Ocio,Salidas y Eventos,Ocasional,Registro demostración - Ocio
DEMO-20260317-1049,2026-03-17,30.6,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260317-1048,2026-03-17,45.55,Pedido de comida por app,Persona A,Comida,Delivery,Variable Diario,Registro demostración - Comida
DEMO-20260317-1047,2026-03-17,330.36,Compra semanal de alimentos y víveres,Persona A,Comida,Supermercado,Variable Diario,Registro demostración - Comida
DEMO-20260315-1045,2026-03-15,193.97,Compra semanal de alimentos y víveres,Persona B,Comida,Supermercado,Variable Diario,Registro demostración - Comida
DEMO-20260315-1044,2026-03-15,64.37,Artículos de limpieza y ferretería,Persona B,Hogar,Mantenimiento,Ocasional,Registro demostración - Hogar
DEMO-20260315-1046,2026-03-15,36.12,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260314-1042,2026-03-14,96.27,Almuerzo/Cena fin de semana,Persona B,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20260314-1041,2026-03-14,264.59,Compra semanal de alimentos y víveres,Persona B,Comida,Supermercado,Variable Diario,Registro demostración - Comida
DEMO-20260314-1043,2026-03-14,29.68,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260313-1040,2026-03-13,101.68,Libros y entretenimiento,Persona B,Ocio,Hobbies,Ocasional,Registro demostración - Ocio
DEMO-20260313-1039,2026-03-13,24.11,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260313-1038,2026-03-13,139.88,Almuerzo/Cena fin de semana,Persona A,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20260312-1037,2026-03-12,151.55,Almuerzo/Cena fin de semana,Persona B,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20260311-1036,2026-03-11,27.47,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260311-1035,2026-03-11,32.23,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260310-1034,2026-03-10,31.12,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260310-1033,2026-03-10,192.52,Gasolina / Carga de combustible,Persona A,Transporte,Combustible,Variable Diario,Registro demostración - Transporte
DEMO-20260308-1032,2026-03-08,20.21,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260308-1031,2026-03-08,84.6,Pedido de comida por app,Persona A,Comida,Delivery,Variable Diario,Registro demostración - Comida
DEMO-20260308-1030,2026-03-08,164.38,Almuerzo/Cena fin de semana,Persona A,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20260307-1029,2026-03-07,22.27,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260307-1028,2026-03-07,36.18,Pedido de comida por app,Persona A,Comida,Delivery,Variable Diario,Registro demostración - Comida
DEMO-20260306-1027,2026-03-06,21.13,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260306-1026,2026-03-06,53.73,Pedido de comida por app,Persona A,Comida,Delivery,Variable Diario,Registro demostración - Comida
DEMO-20260305-1018,2026-03-05,1400.0,Alquiler de departamento,Persona A,Hogar,Alquiler,Fijo Mensual,Registro demostración - Hogar
DEMO-20260305-1019,2026-03-05,157.64,Recibo de Luz y Agua,Persona A,Hogar,Servicios Básicos,Fijo Mensual,Registro demostración - Hogar
DEMO-20260305-1022,2026-03-05,54.78,Suscripción Netflix & Spotify,Persona A,Ocio,Streaming,Fijo Mensual,Registro demostración - Ocio
DEMO-20260305-1021,2026-03-05,37.85,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260305-1020,2026-03-05,111.89,Internet fibra óptica y telefonía,Persona B,Hogar,Internet/Telefonía,Fijo Mensual,Registro demostración - Hogar
DEMO-20260305-1023,2026-03-05,102.97,Medicamentos y cuidado personal,Persona B,Salud,Farmacia,Variable Diario,Registro demostración - Salud
DEMO-20260305-1024,2026-03-05,398.26,Cuota amortización de deuda,Persona B,Deuda,Tarjeta de Crédito,Fijo Mensual,Registro demostración - Deuda
DEMO-20260305-1025,2026-03-05,469.78,Aporte a fondo de inversión / ahorro,Persona A,Ahorro/Inversión,Fondo de Emergencia,Fijo Mensual,Registro demostración - Ahorro/Inversión
DEMO-20260304-1017,2026-03-04,47.48,Medicamentos y cuidado personal,Persona B,Salud,Farmacia,Variable Diario,Registro demostración - Salud
DEMO-20260304-1016,2026-03-04,16.98,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260304-1015,2026-03-04,23.04,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260303-1014,2026-03-03,20.01,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260302-1013,2026-03-02,96.43,Prendas de vestir / Calzado,Persona A,Ropa y Calzado,Vestimenta,Ocasional,Registro demostración - Ropa y Calzado
DEMO-20260302-1012,2026-03-02,69.52,Pedido de comida por app,Persona A,Comida,Delivery,Variable Diario,Registro demostración - Comida
DEMO-20260301-1009,2026-03-01,160.62,Almuerzo/Cena fin de semana,Persona A,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20260301-1010,2026-03-01,17.48,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260301-1011,2026-03-01,140.12,Lavado y afinamiento,Persona A,Transporte,Mantenimiento Vehicular,Ocasional,Registro demostración - Transporte
DEMO-20260228-1008,2026-02-28,36.89,Pedido de comida por app,Persona A,Comida,Delivery,Variable Diario,Registro demostración - Comida
DEMO-20260228-1007,2026-02-28,22.99,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260227-1006,2026-02-27,26.06,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260227-1005,2026-02-27,147.18,Almuerzo/Cena fin de semana,Persona A,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20260226-1004,2026-02-26,26.54,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260225-1003,2026-02-25,47.29,Libros y entretenimiento,Persona B,Ocio,Hobbies,Ocasional,Registro demostración - Ocio
DEMO-20260224-1002,2026-02-24,39.54,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260223-0999,2026-02-23,44.95,Pedido de comida por app,Persona A,Comida,Delivery,Variable Diario,Registro demostración - Comida
DEMO-20260223-1001,2026-02-23,162.48,Consulta odontológica / médica,Persona B,Salud,Consultas Médicas,Ocasional,Registro demostración - Salud
DEMO-20260223-1000,2026-02-23,21.18,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260222-0998,2026-02-22,43.46,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260221-0996,2026-02-21,368.67,Compra semanal de alimentos y víveres,Persona A,Comida,Supermercado,Variable Diario,Registro demostración - Comida
DEMO-20260221-0997,2026-02-21,37.58,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260219-0995,2026-02-19,95.94,Almuerzo/Cena fin de semana,Persona B,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20260219-0994,2026-02-19,351.0,Compra semanal de alimentos y víveres,Persona B,Comida,Supermercado,Variable Diario,Registro demostración - Comida
DEMO-20260218-0993,2026-02-18,25.81,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260218-0992,2026-02-18,48.82,Pedido de comida por app,Persona A,Comida,Delivery,Variable Diario,Registro demostración - Comida
DEMO-20260217-0991,2026-02-17,28.53,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260217-0990,2026-02-17,160.98,Gasolina / Carga de combustible,Persona A,Transporte,Combustible,Variable Diario,Registro demostración - Transporte
DEMO-20260215-0989,2026-02-15,41.47,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260214-0988,2026-02-14,111.54,Almuerzo/Cena fin de semana,Persona A,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20260213-0987,2026-02-13,367.22,Compra semanal de alimentos y víveres,Persona B,Comida,Supermercado,Variable Diario,Registro demostración - Comida
DEMO-20260212-0984,2026-02-12,112.85,Almuerzo/Cena fin de semana,Persona B,Comida,Restaurantes,Variable Diario,Registro demostración - Comida
DEMO-20260212-0983,2026-02-12,186.0,Compra semanal de alimentos y víveres,Persona A,Comida,Supermercado,Variable Diario,Registro demostración - Comida
DEMO-20260212-0986,2026-02-12,229.57,Consulta odontológica / médica,Persona A,Salud,Consultas Médicas,Ocasional,Registro demostración - Salud
DEMO-20260212-0985,2026-02-12,15.59,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260211-0982,2026-02-11,46.15,Pedido de comida por app,Persona A,Comida,Delivery,Variable Diario,Registro demostración - Comida
DEMO-20260211-0981,2026-02-11,19.39,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260210-0980,2026-02-10,35.04,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260210-0979,2026-02-10,19.01,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
DEMO-20260210-0978,2026-02-10,281.42,Compra semanal de alimentos y víveres,Persona A,Comida,Supermercado,Variable Diario,Registro demostración - Comida
DEMO-20260210-0977,2026-02-10,112.44,Artículos de limpieza y ferretería,Persona A,Hogar,Mantenimiento,Ocasional,Registro demostración - Hogar
DEMO-20260209-0976,2026-02-09,50.58,Pedido de comida por app,Persona A,Comida,Delivery,Variable Diario,Registro demostración - Comida
DEMO-20260208-0974,2026-02-08,20.77,Viajes en Taxi / Transporte,Persona B,Transporte,Transporte Público/App,Variable Diario,Registro demostración - Transporte
DEMO-20260208-0973,2026-02-08,33.75,Café y postre,Persona B,Comida,Cafetería y Snacks,Variable Diario,Registro demostración - Comida
